MS Zoning,TotRms AbvGrd,House Style,Roof Matl,Mas Vnr Type,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,Overall Qual,Overall Cond,Bedroom AbvGr,Fireplace Qu,Garage Type,Fireplaces,Garage Cars,Sale Type,Gr Liv Area,Total Bsmt SF,Garage Area,1st Flr SF,Year Remod/Add,Year Built,Mas Vnr Area,BsmtFin SF 1,age of house,SalePrice
RL,5,1Story,CompShg,None,3,3,3,3,1,5,6,5,3,0,Detchd,0,2.0,WD ,981,981.0,576.0,981,1971,1971,0.0,282.0,50,143250
RL,6,1Story,CompShg,None,3,3,4,3,1,1,5,6,3,0,Attchd,0,1.0,WD ,1099,1099.0,352.0,1099,2006,1995,0.0,0.0,26,144000
RL,8,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,2,Attchd,2,2.0,WD ,2110,948.0,463.0,1222,2002,1994,0.0,695.0,27,205000
RL,5,SFoyer,CompShg,None,3,3,4,3,3,5,6,6,2,1,Attchd,1,2.0,WD ,1026,970.0,528.0,1026,1974,1974,0.0,924.0,47,143000
FV,5,1Story,CompShg,None,4,3,5,3,3,6,9,5,2,3,Attchd,1,2.0,WD ,1419,1419.0,588.0,1419,2001,2001,0.0,964.0,20,290000
RL,6,1Story,CompShg,None,3,4,4,3,1,6,5,5,3,0,Detchd,0,2.0,WD ,1040,1040.0,576.0,1040,1996,1996,0.0,732.0,25,152000
RL,5,1Story,CompShg,None,4,3,4,3,1,5,8,5,2,0,Attchd,0,2.0,WD ,1280,1280.0,506.0,1280,1992,1992,0.0,263.0,29,191500
RL,9,2Story,CompShg,BrkFace,4,3,5,3,3,1,8,5,4,4,BuiltIn,1,3.0,WD ,2473,1143.0,852.0,1143,2005,2004,344.0,0.0,17,317000
RL,6,1.5Fin,CompShg,None,3,3,3,3,1,5,7,8,2,4,Attchd,2,1.0,WD ,1302,680.0,224.0,798,1998,1940,0.0,258.0,81,165250
RL,6,1Story,CompShg,None,3,3,3,3,1,3,5,5,3,0,Attchd,0,1.0,COD,1092,1092.0,264.0,1092,1966,1966,0.0,609.0,55,123000
RL,4,1Story,CompShg,None,3,3,3,4,4,6,6,8,1,3,Attchd,1,2.0,WD ,1188,988.0,621.0,1188,1956,1956,0.0,776.0,65,185000
RL,6,1Story,CompShg,None,3,3,3,3,1,2,7,6,3,0,Detchd,0,2.0,WD ,1045,1045.0,528.0,1045,1962,1962,0.0,809.0,59,120000
RL,6,1Story,CompShg,None,3,3,3,3,1,5,6,7,3,2,Attchd,1,2.0,WD ,1093,1093.0,484.0,1093,1966,1966,0.0,792.0,55,158500
RL,6,2Story,CompShg,None,4,3,4,3,1,1,6,5,3,0,Attchd,0,2.0,WD ,1640,798.0,520.0,798,2004,2004,0.0,0.0,17,173000
RL,6,1Story,CompShg,None,3,3,0,0,0,0,4,5,2,0,CarPort,0,2.0,WD ,1224,0.0,462.0,1224,1962,1962,0.0,0.0,59,101800
RL,6,2Story,CompShg,None,4,4,4,4,1,5,7,9,3,0,Detchd,0,2.0,WD ,1135,560.0,576.0,575,2007,1936,0.0,350.0,85,155000
RL,6,1Story,CompShg,None,3,3,3,3,1,1,5,7,3,0,Detchd,0,1.0,WD ,1078,1054.0,264.0,1078,1950,1925,0.0,0.0,96,125000
RM,5,1Story,CompShg,None,3,3,0,0,0,0,4,6,2,0,Attchd,0,1.0,WD ,968,0.0,331.0,968,1956,1956,1.0,0.0,65,104500
RL,10,2Story,CompShg,Stone,4,3,5,3,1,6,9,5,4,4,Attchd,1,3.0,WD ,2224,1462.0,738.0,1462,2005,2004,216.0,1170.0,17,350000
RL,6,1Story,CompShg,None,3,3,0,0,0,0,3,4,2,0,Detchd,0,2.0,WD ,1040,0.0,400.0,1040,1950,1950,0.0,0.0,71,93500
RL,7,2Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,1790,873.0,588.0,882,1999,1999,158.0,633.0,22,193000
RL,11,2.5Fin,CompShg,None,3,3,5,3,1,1,6,7,3,4,Detchd,1,2.0,WD ,2555,588.0,672.0,1423,1994,1922,0.0,0.0,99,191000
RM,5,1Story,CompShg,None,3,3,3,3,1,1,6,8,2,0,Detchd,0,1.0,WD ,813,813.0,270.0,813,2005,1930,0.0,0.0,91,110000
RL,7,2Story,CompShg,BrkFace,4,3,4,3,3,6,8,5,3,3,BuiltIn,1,2.0,WD ,1872,1299.0,531.0,1299,2001,2001,108.0,990.0,20,261500
RL,5,1Story,CompShg,None,3,3,3,3,1,3,5,6,2,0,Attchd,0,1.0,WD ,1050,1050.0,338.0,1050,1956,1956,0.0,504.0,65,128900
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,5,4,5,3,0,Attchd,0,1.0,WD ,948,864.0,248.0,948,1954,1954,132.0,492.0,67,111000
RL,7,1.5Fin,CompShg,None,3,3,2,3,1,1,5,5,4,0,Detchd,0,2.0,ConLw,1316,750.0,576.0,960,1950,1926,0.0,0.0,95,90000
RL,7,2Story,Tar&Grv,BrkCmn,3,4,4,3,1,2,6,5,3,1,CarPort,1,2.0,WD ,2380,1021.0,596.0,1465,1979,1965,113.0,187.0,56,129000
RL,7,1Story,CompShg,BrkFace,4,3,3,3,1,4,6,7,3,4,Detchd,1,2.0,WD ,1640,1296.0,924.0,1640,2006,1954,72.0,728.0,67,224000
FV,5,2Story,CompShg,None,4,3,4,3,1,6,6,5,2,0,Detchd,0,2.0,WD ,1200,600.0,480.0,600,2005,2005,0.0,390.0,16,165000
RM,6,2Story,CompShg,None,3,4,3,3,1,1,6,8,3,0,Detchd,0,1.0,WD ,1324,662.0,180.0,662,1993,1920,0.0,0.0,101,122000
RL,6,1Story,CompShg,None,4,3,4,3,3,6,8,5,2,4,Attchd,1,2.0,New,1564,1546.0,502.0,1564,2007,2006,0.0,583.0,15,267300
RL,11,2Story,CompShg,Stone,5,3,5,3,1,1,9,5,4,4,BuiltIn,2,3.0,New,3140,1926.0,820.0,1966,2009,2008,860.0,0.0,13,485000
RM,8,1.5Fin,CompShg,None,3,3,3,3,1,1,6,5,5,4,Detchd,1,2.0,WD ,2486,1595.0,576.0,1611,1962,1962,0.0,0.0,59,220000
RL,6,2Story,CompShg,BrkFace,3,3,4,3,1,6,6,5,3,0,Attchd,0,2.0,WD ,1771,864.0,600.0,872,1997,1997,128.0,688.0,24,215700
RL,7,1Story,CompShg,Stone,4,3,5,3,2,6,8,5,3,4,Attchd,1,3.0,WD ,1836,1836.0,862.0,1836,2005,2004,42.0,1039.0,17,280000
RL,7,1Story,CompShg,BrkFace,4,3,4,3,2,6,8,5,2,3,Attchd,1,3.0,WD ,1575,1603.0,732.0,1575,2004,2003,504.0,1149.0,18,284000
RM,3,SFoyer,CompShg,None,3,3,4,3,3,4,4,6,1,0,NA,0,0.0,WD ,630,630.0,0.0,630,1970,1970,0.0,131.0,51,84500
RL,7,1Story,CompShg,BrkFace,3,3,3,3,4,4,6,7,2,3,Attchd,1,2.0,WD ,1395,1395.0,440.0,1395,1984,1963,218.0,717.0,58,192000
RM,5,2Story,CompShg,None,3,3,3,3,1,1,7,8,2,1,Detchd,1,1.0,WD ,1004,502.0,200.0,502,1950,1930,0.0,0.0,91,105000
RL,8,1Story,CompShg,None,4,3,4,3,1,6,7,5,3,4,Attchd,1,2.0,WD ,1836,1860.0,484.0,1836,2005,2004,0.0,24.0,17,216837
RL,6,1Story,CompShg,BrkFace,2,2,3,3,1,3,5,6,3,0,Attchd,0,2.0,WD ,1496,1296.0,450.0,1496,1960,1960,203.0,658.0,61,141500
RL,5,1Story,CompShg,None,3,3,3,3,1,4,5,7,3,0,Attchd,0,2.0,WD ,894,894.0,450.0,894,2003,1967,0.0,702.0,54,130000
RL,5,1Story,CompShg,BrkFace,3,3,4,3,1,3,5,5,3,0,NA,0,0.0,WD ,1040,1040.0,0.0,1040,1978,1978,136.0,616.0,43,124000
RM,6,2Story,CompShg,None,3,3,4,3,1,5,5,6,3,0,Detchd,0,2.0,WD ,1828,859.0,480.0,942,1999,1923,0.0,548.0,98,150909
RL,4,1Story,CompShg,None,3,3,3,3,1,6,5,6,2,0,Attchd,0,1.0,WD ,1008,1008.0,280.0,1008,2003,1952,0.0,658.0,69,139500
RL,5,1Story,CompShg,None,3,3,3,3,1,5,4,5,3,0,Detchd,0,2.0,COD,864,864.0,528.0,864,1955,1955,0.0,682.0,66,79275
RL,6,1Story,CompShg,BrkFace,4,3,4,3,3,6,8,5,2,4,Attchd,1,2.0,WD ,1484,1476.0,472.0,1484,2006,2006,32.0,428.0,15,265900
RL,4,1Story,CompShg,None,3,3,4,3,2,3,6,5,2,0,Detchd,0,1.0,WD ,790,768.0,160.0,790,1950,1930,0.0,384.0,91,91000
RL,6,2Story,CompShg,BrkFace,3,3,4,3,1,5,5,6,3,3,Attchd,1,2.0,WD ,1934,1122.0,567.0,946,1977,1977,157.0,400.0,44,185000
RL,6,1Story,CompShg,None,3,3,3,3,1,5,5,6,3,0,Attchd,0,1.0,WD ,1150,1150.0,300.0,1150,1959,1959,0.0,179.0,62,141000
RL,7,2Story,CompShg,None,4,3,4,3,1,1,8,5,3,4,Detchd,1,2.0,New,2152,1582.0,728.0,1582,2008,2007,0.0,0.0,14,260116
RL,4,1Story,CompShg,None,3,3,3,3,1,3,4,6,2,0,Attchd,0,1.0,WD ,672,672.0,234.0,672,1950,1941,0.0,344.0,80,113000
RL,6,SLvl,CompShg,BrkFace,4,3,4,3,4,6,8,5,3,2,Attchd,1,3.0,WD ,1511,1401.0,811.0,1511,1995,1995,302.0,770.0,26,225000
RL,4,1Story,CompShg,None,3,4,3,3,1,4,5,6,2,0,Detchd,0,1.0,WD ,793,793.0,240.0,793,1950,1945,0.0,700.0,76,113000
RL,5,SLvl,CompShg,None,3,3,3,3,3,5,6,6,3,2,Detchd,1,1.0,WD ,1096,1008.0,352.0,1096,1975,1975,0.0,528.0,46,125200
RL,8,2Story,CompShg,Stone,5,3,5,3,4,6,8,5,3,4,BuiltIn,2,3.0,New,2100,918.0,786.0,958,2007,2007,120.0,778.0,14,319500
RL,6,1.5Fin,CompShg,None,3,3,3,3,1,4,5,6,3,3,Attchd,1,1.0,WD ,1558,913.0,288.0,1048,1950,1945,0.0,580.0,76,140000
RL,6,1Story,Tar&Grv,None,3,3,4,3,4,4,6,5,2,4,Attchd,2,2.0,WD ,1650,1632.0,518.0,1650,1958,1958,0.0,909.0,63,250764
RL,10,2Story,CompShg,Stone,5,3,4,3,3,6,8,5,4,4,BuiltIn,1,3.0,WD ,2088,948.0,656.0,948,2007,2007,108.0,40.0,14,250000
RL,6,2Story,CompShg,None,4,3,4,3,1,1,6,5,3,4,Attchd,1,2.0,WD ,1536,768.0,400.0,768,2006,2005,0.0,0.0,16,176000
RL,8,1Story,CompShg,BrkFace,3,3,3,3,1,4,6,6,4,3,Attchd,3,2.0,WD ,1721,1331.0,464.0,1721,1969,1957,289.0,668.0,64,174850
RL,7,2Story,CompShg,None,3,3,4,3,1,5,6,5,3,3,Detchd,1,2.0,WD ,1548,804.0,440.0,804,1978,1978,0.0,320.0,43,147000
RL,5,1Story,CompShg,None,3,3,4,3,1,1,6,5,2,3,Attchd,1,1.0,WD ,918,918.0,264.0,918,1979,1979,0.0,0.0,42,99500
RL,8,2Story,CompShg,None,4,3,5,3,1,6,9,5,3,4,Attchd,1,3.0,New,2690,1365.0,864.0,1365,2009,2009,0.0,986.0,12,398800
RL,7,2Story,CompShg,None,3,3,4,3,1,1,6,5,3,3,Attchd,1,2.0,WD ,1647,953.0,460.0,953,2000,1999,0.0,0.0,22,175000
RL,4,1Story,CompShg,None,3,3,3,3,1,1,5,7,2,0,Attchd,0,1.0,WD ,825,825.0,350.0,825,1954,1954,0.0,0.0,67,109500
RL,7,1Story,CompShg,None,3,3,4,3,1,2,6,3,3,3,Attchd,1,2.0,WD ,1657,1657.0,484.0,1657,1970,1970,0.0,1237.0,51,163500
RL,4,1Story,CompShg,None,3,3,3,3,1,3,4,5,2,3,NA,2,0.0,WD ,788,788.0,0.0,788,1950,1941,0.0,266.0,80,100000
RL,9,2Story,CompShg,BrkFace,4,3,5,3,4,6,8,5,3,3,Attchd,3,3.0,WD ,2826,1334.0,888.0,1520,1993,1992,692.0,1118.0,29,334000
RL,4,1Story,CompShg,None,3,3,3,3,1,6,5,5,2,0,Detchd,0,1.0,WD ,864,864.0,280.0,864,1968,1968,0.0,775.0,53,137250
RL,9,2Story,CompShg,BrkFace,4,3,4,3,2,6,7,5,4,4,Attchd,1,2.0,New,2462,1392.0,576.0,1392,2006,2005,456.0,57.0,16,320000
RL,7,1Story,CompShg,None,3,4,3,3,1,5,5,7,3,4,Detchd,1,2.0,WD ,1287,1063.0,576.0,1287,2006,1959,0.0,72.0,62,162000
FV,7,1Story,CompShg,Stone,5,3,5,3,3,6,7,5,2,4,Attchd,1,2.0,New,1478,1470.0,484.0,1478,2009,2009,432.0,578.0,12,222000
RL,7,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,3,Attchd,1,2.0,WD ,1342,698.0,393.0,698,2003,2003,0.0,494.0,18,178000
RM,4,1Story,CompShg,Stone,3,4,3,3,1,4,5,7,2,4,Attchd,2,1.0,WD ,804,788.0,240.0,804,1992,1940,294.0,510.0,81,119000
RL,8,2Story,CompShg,BrkFace,3,3,3,3,1,5,5,5,4,3,Attchd,1,1.0,WD ,1812,864.0,264.0,876,1962,1962,288.0,540.0,59,169500
RL,8,2Story,CompShg,None,4,3,4,3,1,6,7,5,4,3,BuiltIn,1,2.0,WD ,2256,952.0,554.0,980,2000,2000,0.0,300.0,21,236000
RM,5,1Story,CompShg,Stone,5,3,5,3,4,6,8,5,2,4,Attchd,1,2.0,New,1648,1596.0,525.0,1648,2008,2007,186.0,1476.0,14,294464
RL,9,2Story,CompShg,None,3,3,2,3,2,5,6,5,4,4,Attchd,2,2.0,WD ,2112,952.0,576.0,1092,1969,1969,0.0,500.0,52,206900
RL,8,2Story,CompShg,None,4,3,4,3,1,6,7,5,4,0,BuiltIn,0,2.0,WD ,2084,956.0,618.0,956,2004,2004,0.0,656.0,17,233000
RM,5,1Story,CompShg,None,3,3,3,2,1,4,6,5,2,0,Detchd,0,1.0,COD,1032,1032.0,280.0,1032,1950,1924,0.0,143.0,97,108000
RL,7,2Story,CompShg,BrkFace,3,3,4,3,1,5,6,5,3,3,BuiltIn,1,2.0,WD ,1470,680.0,420.0,680,1996,1995,119.0,476.0,26,165000
RL,5,1Story,CompShg,None,3,3,4,3,3,5,5,5,3,0,Detchd,0,2.0,WD ,1040,1040.0,748.0,1040,1977,1977,0.0,539.0,44,134900
RM,5,1.5Unf,CompShg,None,4,3,3,3,1,1,5,7,2,0,Detchd,0,1.0,WD ,884,884.0,240.0,884,1950,1939,0.0,0.0,82,113000
RL,6,1Story,CompShg,None,3,3,4,3,1,5,5,5,3,0,Attchd,0,1.0,WD ,1097,1097.0,242.0,1097,1996,1996,0.0,549.0,25,147900
RL,4,1Story,CompShg,None,3,3,2,3,1,1,5,8,2,0,NA,0,0.0,WD ,864,864.0,0.0,864,1950,1922,0.0,0.0,99,99900
RL,7,2Story,CompShg,None,3,3,4,3,1,5,6,6,4,0,Attchd,0,2.0,WD ,1456,855.0,460.0,855,1975,1975,0.0,286.0,46,143000
RM,6,1.5Fin,CompShg,None,3,3,3,3,1,1,6,6,3,4,Detchd,1,2.0,WD ,1176,816.0,528.0,816,1950,1934,0.0,0.0,87,114500
RL,6,1Story,CompShg,None,3,3,3,3,2,3,5,6,3,1,Attchd,1,1.0,WD ,941,912.0,288.0,941,1967,1967,0.0,659.0,54,129200
RM,5,1Story,CompShg,Stone,5,3,5,3,4,6,8,5,2,4,Attchd,1,2.0,New,1652,1600.0,482.0,1652,2008,2008,186.0,1480.0,13,392500
RL,9,2Story,CompShg,None,5,4,3,4,1,6,7,9,4,4,Attchd,2,1.0,WD ,2340,1152.0,252.0,1188,2006,1941,0.0,275.0,80,266500
RL,7,SLvl,CompShg,None,4,3,4,3,1,6,7,5,3,3,BuiltIn,1,2.0,WD ,1382,384.0,396.0,751,1998,1998,0.0,189.0,23,177500
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,5,5,7,3,0,Attchd,0,1.0,WD ,1008,1008.0,384.0,1008,1968,1968,182.0,532.0,53,139500
RL,6,2Story,CompShg,None,4,3,4,3,1,1,6,5,3,4,BuiltIn,1,2.0,WD ,1396,608.0,440.0,608,2007,2007,0.0,0.0,14,170000
RL,8,2Story,CompShg,BrkFace,3,4,3,3,1,5,6,7,5,4,Attchd,1,2.0,WD ,2154,845.0,539.0,845,1997,1964,306.0,414.0,57,224500
RL,10,2Story,CompShg,Stone,4,3,4,3,1,1,8,5,4,4,BuiltIn,1,3.0,WD ,2400,1082.0,730.0,1105,2004,2003,186.0,0.0,18,290000
RM,7,1.5Fin,CompShg,BrkFace,3,2,3,3,1,2,7,4,4,3,Detchd,2,1.0,WD ,1818,1040.0,240.0,1226,1950,1931,600.0,224.0,90,169500
RL,7,1Story,CompShg,Stone,4,3,5,3,2,1,7,5,3,4,Attchd,1,2.0,WD ,1710,1710.0,550.0,1710,2005,2004,108.0,0.0,17,240000
RL,6,1Story,CompShg,BrkFace,3,4,3,3,1,4,5,6,2,0,Attchd,0,1.0,WD ,1150,1078.0,288.0,1150,1955,1955,176.0,368.0,66,144000
RL,9,2Story,CompShg,BrkCmn,3,3,3,3,1,3,6,6,4,3,Attchd,1,2.0,WD ,1977,816.0,540.0,1127,1978,1964,272.0,442.0,57,165000
RL,5,1Story,CompShg,None,4,3,4,3,1,1,6,5,2,0,Attchd,0,2.0,WD ,1332,1332.0,542.0,1332,1991,1990,0.0,0.0,31,145000
RL,5,1Story,CompShg,None,3,2,3,3,2,1,5,3,3,0,Detchd,0,2.0,COD,1298,1250.0,504.0,1298,1964,1964,0.0,0.0,57,114000
RL,9,1Story,CompShg,BrkFace,4,3,4,3,3,1,8,5,3,4,Attchd,1,3.0,New,1973,1935.0,895.0,1973,2006,2006,375.0,0.0,15,395000
RM,6,2Story,CompShg,BrkFace,3,3,3,3,1,1,6,5,3,0,Detchd,0,2.0,WD ,1092,525.0,440.0,525,1973,1973,514.0,0.0,48,105500
RL,8,2Story,CompShg,None,4,3,4,3,1,6,8,5,3,3,Attchd,1,3.0,WD ,1916,1049.0,741.0,1036,1999,1998,0.0,615.0,23,254900
RL,6,1Story,CompShg,None,3,3,3,3,1,2,5,3,3,3,Attchd,1,1.0,WD ,1238,864.0,357.0,1238,1950,1950,0.0,432.0,71,102000
RL,6,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,1840,944.0,622.0,944,2001,2001,0.0,666.0,20,230000
RM,8,2Story,CompShg,None,3,3,3,3,2,1,5,8,4,0,Detchd,0,1.0,WD ,1513,939.0,180.0,939,2004,1920,0.0,0.0,101,137500
RL,5,1Story,CompShg,None,4,4,3,3,1,2,5,7,2,1,Detchd,1,1.0,WD ,1143,1008.0,288.0,1143,1983,1928,0.0,406.0,93,138000
RL,5,SLvl,CompShg,BrkFace,4,3,4,3,3,3,6,5,2,1,Attchd,1,2.0,WD ,1338,520.0,576.0,1338,1983,1983,100.0,70.0,38,156500
RL,5,1Story,CompShg,None,3,4,3,3,1,5,4,7,3,0,Detchd,0,2.0,WD ,864,864.0,463.0,864,1970,1970,0.0,191.0,51,124500
RL,8,2Story,WdShake,None,3,3,4,3,1,1,7,6,3,4,Attchd,1,2.0,WD ,1969,808.0,534.0,1161,1977,1977,0.0,0.0,44,190000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,3,1,7,5,2,4,Attchd,1,2.0,WD ,1266,1266.0,388.0,1266,2007,2007,16.0,0.0,14,159895
RL,8,2Story,CompShg,None,3,3,3,2,1,1,5,6,4,0,BuiltIn,0,2.0,WD ,2601,612.0,621.0,990,1998,1921,0.0,0.0,100,189000
RL,6,1Story,CompShg,None,3,3,3,3,1,5,5,6,3,0,NA,0,0.0,WD ,912,912.0,0.0,912,1964,1964,0.0,644.0,57,124000
RL,5,1Story,CompShg,BrkFace,3,3,4,3,1,5,5,6,3,4,Detchd,1,2.0,WD ,1392,1392.0,528.0,1392,1996,1957,180.0,1302.0,64,121500
RL,9,1Story,CompShg,None,3,3,3,3,1,1,5,5,5,0,Detchd,0,2.0,WD ,1824,1824.0,484.0,1824,1957,1957,0.0,0.0,64,146000
RL,6,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,1823,928.0,626.0,928,2001,2000,0.0,663.0,21,235000
RM,5,1Story,CompShg,Stone,4,3,5,3,4,6,8,5,2,4,Attchd,1,2.0,WD ,1646,1594.0,525.0,1646,2005,2004,186.0,1564.0,17,300000
RM,5,2Story,CompShg,None,3,3,3,3,1,1,4,7,3,0,NA,0,0.0,WD ,1092,546.0,0.0,546,1970,1970,0.0,0.0,51,90500
RL,10,1Story,CompShg,BrkFace,3,3,3,3,1,2,5,5,6,0,Detchd,0,2.0,WD ,1728,1728.0,576.0,1728,1965,1965,108.0,231.0,56,142600
RL,6,1Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,1573,1573.0,544.0,1573,2002,2002,110.0,788.0,19,227000
RL,13,2.5Unf,CompShg,None,3,3,3,3,1,2,7,6,5,4,Detchd,2,2.0,WD ,2480,920.0,400.0,1240,1950,1940,0.0,246.0,81,205000
RL,5,1Story,CompShg,BrkFace,4,3,4,3,4,6,8,5,1,3,Attchd,1,2.0,WD ,1341,1341.0,482.0,1341,2000,1999,158.0,915.0,22,246900
C (all),6,2Story,CompShg,None,3,3,1,2,1,1,4,7,2,0,Detchd,0,1.0,WD ,1361,173.0,185.0,825,1950,1895,0.0,0.0,126,89000
RL,5,1.5Fin,CompShg,None,3,3,3,3,1,1,4,5,2,0,Detchd,0,2.0,WD ,1120,744.0,480.0,792,1950,1948,0.0,0.0,73,64000
RL,4,1Story,CompShg,None,4,3,4,3,4,6,8,5,1,3,Attchd,1,2.0,WD ,1226,1226.0,484.0,1226,1978,1978,0.0,652.0,43,170000
RM,5,1Story,CompShg,None,3,4,3,3,1,4,6,6,2,4,Detchd,1,2.0,WD ,1103,1103.0,440.0,1103,1980,1925,0.0,397.0,96,110500
RL,5,1Story,CompShg,Stone,3,3,3,3,1,1,6,6,2,0,Attchd,0,2.0,WD ,1179,1179.0,622.0,1179,1960,1960,198.0,0.0,61,110000
RL,4,1Story,CompShg,None,3,5,3,3,1,1,5,9,2,0,NA,0,0.0,WD ,698,698.0,0.0,698,2008,1947,0.0,0.0,74,118000
RL,8,2Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,3,4,BuiltIn,1,3.0,WD ,2046,998.0,871.0,1006,2004,2003,292.0,866.0,18,284000
RL,8,2Story,CompShg,BrkFace,3,3,3,3,1,3,6,6,4,4,Attchd,1,2.0,WD ,1716,858.0,490.0,858,1962,1962,318.0,319.0,59,171000
RL,8,2Story,CompShg,None,4,3,4,3,4,1,7,5,3,0,BuiltIn,0,2.0,WD ,1812,835.0,478.0,871,2004,2004,0.0,0.0,17,193000
RL,6,1Story,CompShg,None,3,3,4,3,1,2,5,6,3,0,Attchd,0,2.0,WD ,1178,1090.0,502.0,1178,2003,1976,0.0,1090.0,45,135000
RL,7,2.5Unf,CompShg,None,3,3,3,3,2,1,7,8,4,4,Detchd,1,1.0,WD ,1636,818.0,288.0,818,1950,1919,0.0,0.0,102,167000
RM,5,1Story,CompShg,None,3,3,3,3,1,1,4,5,2,0,Detchd,0,1.0,COD,864,576.0,528.0,864,1950,1950,0.0,0.0,71,105000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,3,5,7,5,3,0,Attchd,0,2.0,WD ,1588,1588.0,472.0,1588,1999,1999,183.0,1162.0,22,214000
RL,9,2Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,3,3,BuiltIn,1,3.0,WD ,1914,1420.0,746.0,1426,2004,2004,112.0,994.0,17,279000
RL,8,SLvl,CompShg,BrkFace,3,3,3,2,1,5,6,6,3,3,Attchd,1,2.0,WD ,1875,675.0,485.0,1109,2000,1975,248.0,548.0,46,184500
RM,6,1.5Fin,CompShg,None,3,4,3,3,1,5,3,7,2,0,Detchd,0,1.0,WD ,1183,649.0,308.0,679,2002,1948,0.0,331.0,73,120000
RL,6,2Story,CompShg,None,4,4,4,4,1,6,6,6,3,0,Attchd,0,2.0,WD ,1730,816.0,528.0,833,1992,1992,0.0,52.0,29,171500
FV,5,2Story,CompShg,None,4,3,4,3,1,1,7,5,2,0,Detchd,0,2.0,New,1250,625.0,528.0,625,2007,2006,0.0,0.0,15,164700
RL,9,2Story,CompShg,BrkFace,4,3,4,3,1,5,6,4,4,3,Attchd,1,2.0,WD ,2559,868.0,506.0,1313,1989,1989,232.0,549.0,32,209000
RM,7,1Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,2,3,Attchd,1,2.0,WD ,1548,1365.0,388.0,1548,2004,2004,18.0,1059.0,17,225000
RL,8,1.5Fin,CompShg,None,3,2,3,3,1,1,5,3,5,0,NA,0,0.0,WD ,1184,658.0,0.0,658,1996,1910,0.0,0.0,111,81000
RL,6,1Story,CompShg,None,4,3,5,4,1,6,8,5,2,4,Attchd,1,3.0,New,1670,1670.0,928.0,1670,2006,2006,0.0,1562.0,15,336820
RL,7,2Story,CompShg,BrkFace,4,3,4,3,4,6,7,5,3,4,Attchd,1,2.0,WD ,2062,1157.0,454.0,1180,1989,1988,128.0,1065.0,33,277000
RL,5,1Story,CompShg,None,3,3,3,3,1,1,5,7,3,0,Detchd,0,1.0,WD ,894,894.0,312.0,894,1960,1960,0.0,0.0,61,117600
RL,6,1.5Fin,CompShg,None,3,4,3,3,1,4,6,8,3,0,Attchd,0,1.0,WD ,1668,856.0,271.0,1112,2005,1950,0.0,120.0,71,140000
RL,8,1Story,CompShg,Stone,5,3,5,3,3,6,9,5,3,4,Attchd,2,3.0,New,1766,1751.0,874.0,1766,2008,2008,402.0,1153.0,13,395039
RL,7,2Story,CompShg,None,4,3,4,3,1,1,6,5,3,0,Attchd,0,2.0,New,1496,768.0,572.0,768,2007,2007,0.0,0.0,14,181755
RL,6,1Story,CompShg,BrkFace,4,3,4,3,3,1,7,5,3,0,Attchd,0,2.0,New,1400,1400.0,612.0,1400,2006,2005,118.0,0.0,16,186800
RL,7,2Story,CompShg,None,3,4,3,3,1,5,5,6,4,3,Attchd,1,2.0,WD ,2140,744.0,549.0,825,1965,1965,0.0,388.0,56,177500
RL,5,1Story,CompShg,None,3,3,3,3,1,1,4,6,4,0,Detchd,0,1.0,WD ,968,656.0,216.0,968,2007,1927,0.0,0.0,94,64500
FV,6,1Story,CompShg,None,4,3,5,3,3,6,7,5,2,4,Attchd,1,2.0,WD ,1488,1488.0,506.0,1488,2005,2004,0.0,1298.0,17,260000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,3,1,7,5,2,4,Attchd,1,2.0,New,1266,1266.0,388.0,1266,2007,2007,16.0,0.0,14,185485
RM,5,1Story,CompShg,None,3,3,3,3,1,4,5,7,2,0,Detchd,0,1.0,WD ,875,715.0,180.0,875,1993,1931,0.0,209.0,90,105000
RL,7,SLvl,CompShg,BrkFace,4,4,3,3,1,1,6,7,3,3,Attchd,1,2.0,WD ,1855,528.0,512.0,1094,1994,1976,360.0,0.0,45,187000
RL,8,1Story,CompShg,None,4,3,4,3,2,5,7,7,3,0,Attchd,0,2.0,WD ,1621,1208.0,440.0,1621,1998,1984,0.0,213.0,37,202500
RL,7,1Story,CompShg,BrkFace,4,3,4,3,2,6,7,5,3,0,Attchd,0,3.0,WD ,1614,1614.0,878.0,1614,2006,2005,210.0,1178.0,16,245700
